,Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers,Number of Present Teachers
284,2010,214,Mayuge,DIRECTOR OF STUDIES,Day,10.0,4.0,0.0,14.0,11.0,3.0
285,2010,214,Mayuge,DEPUTY HEADTEACHER,Day,4.0,4.0,,8.0,0.0,8.0
286,2010,214,Mayuge,HEADMASTER,Day,11.0,7.0,1.0,19.0,22.0,-3.0
287,2010,214,Mayuge,Deputy Headteacher,Day,9.0,14.0,0.0,23.0,24.0,-1.0
288,2010,214,Mayuge,H/TEACHER,Day,8.0,3.0,1.0,12.0,0.0,12.0
289,2010,216,Amuria,HEADTEACHER,Day,6.0,2.0,0.0,8.0,2.0,6.0
290,2010,216,Amuria,HEADTEACHER,Day,7.0,2.0,1.0,10.0,7.0,3.0
291,2010,216,Amuria,head teacher,Day,10.0,2.0,0.0,12.0,7.0,5.0
292,2010,216,Amuria,headmistress,Day,8.0,4.0,1.0,13.0,9.0,4.0
293,2010,216,Amuria,SENIOR MAN TEACHER,Day,12.0,5.0,2.0,19.0,7.0,12.0
294,2010,216,Amuria,HEADTEACHER,Day,13.0,6.0,1.0,20.0,1.0,19.0
295,2010,216,Amuria,HEADTEACHER,Day,7.0,3.0,2.0,12.0,3.0,9.0
296,2010,216,Amuria,DEPUTY 2,Day,14.0,3.0,0.0,17.0,3.0,14.0
297,2010,216,Amuria,DEPUTY HEADTEACHER,Day,8.0,3.0,1.0,12.0,12.0,0.0
298,2010,216,Amuria,D/HTR,Day,6.0,1.0,1.0,8.0,3.0,5.0
299,2010,216,Amuria,DEPUTY HEAD TEACHER,Day,6.0,2.0,,8.0,6.0,2.0
300,2010,216,Amuria,DEPUTY HEADTEACHE,Day,4.0,3.0,0.0,7.0,0.0,7.0
301,2010,216,Amuria,headteacher,Day,4.0,1.0,0.0,5.0,6.0,-1.0
302,2010,216,Amuria,SENIOR MAN TEACHER,Day,9.0,2.0,11.0,22.0,2.0,20.0
303,2010,216,Amuria,HEAD  TEACHER,Day,11.0,2.0,1.0,14.0,6.0,8.0
304,2010,216,Amuria,DEPUTY HEADMASTER,Day,13.0,2.0,,15.0,9.0,6.0
305,2010,216,Amuria,HEADTEACHER,Day,5.0,2.0,1.0,8.0,5.0,3.0
306,2010,216,Amuria,ASSISTANT HEAD TEACHER,Day,6.0,2.0,1.0,9.0,2.0,7.0
307,2010,216,Amuria,Headmaster,Day,5.0,2.0,0.0,7.0,8.0,-1.0
308,2010,216,Amuria,headteacher,Boarding,12.0,3.0,1.0,16.0,5.0,11.0
309,2010,216,Amuria,HEADMASTER,Day,6.0,3.0,0.0,9.0,5.0,4.0
310,2010,216,Amuria,deputy  headteacher,Day,7.0,1.0,1.0,9.0,3.0,6.0
311,2010,216,Amuria,DEPUTY H/T,Day,10.0,4.0,2.0,16.0,6.0,10.0
312,2010,217,Budaka,DEPUTY HEADMASTER,Day,11.0,11.0,22.0,44.0,5.0,39.0
313,2010,217,Budaka,HEAD TEACHER,Day,8.0,6.0,0.0,14.0,5.0,9.0
314,2010,217,Budaka,Head Master,Day,12.0,12.0,1.0,25.0,33.0,-8.0
315,2010,217,Budaka,HEAD MASTER,Day,7.0,4.0,2.0,13.0,4.0,9.0
316,2010,217,Budaka,deputy haedteacher,Day,13.0,7.0,0.0,20.0,9.0,11.0
317,2010,217,Budaka,madam,Day,5.0,2.0,0.0,7.0,8.0,-1.0
318,2010,217,Budaka,female,Day,10.0,3.0,3.0,16.0,13.0,3.0
319,2010,217,Budaka,deputy headmaster,Day,6.0,5.0,2.0,13.0,5.0,8.0
320,2010,217,Budaka,Headmaster,Day,4.0,12.0,2.0,18.0,8.0,10.0
321,2010,217,Budaka,AG.HEADMASTER,Day,10.0,10.0,5.0,25.0,15.0,10.0
322,2010,217,Budaka,DEPUTY HEAD MASTER,Day,8.0,8.0,0.0,16.0,3.0,13.0
323,2010,217,Budaka,Deputy head tr.,Day,2.0,3.0,0.0,5.0,7.0,-2.0
324,2010,217,Budaka,Headteacher,Both,5.0,6.0,0.0,11.0,1.0,10.0
325,2010,217,Budaka,DEPUTY HEAD TEACHER,Day,7.0,5.0,,12.0,23.0,-11.0
326,2010,217,Budaka,DEPUTY HEADMASTER,Both,10.0,10.0,4.0,24.0,4.0,20.0
327,2010,217,Budaka,HEADTEACHER,Day,9.0,8.0,2.0,19.0,8.0,11.0
328,2010,217,Budaka,HEAD MASTER,Day,13.0,12.0,1.0,26.0,0.0,26.0
329,2010,217,Budaka,.DEPUTY HEADMASTER,Both,10.0,10.0,4.0,24.0,6.0,18.0
330,2010,217,Budaka,Deputy HeadMaster,Day,8.0,7.0,0.0,15.0,28.0,-13.0
331,2010,217,Budaka,D/HM,Day,10.0,5.0,0.0,15.0,7.0,8.0
332,2010,217,Budaka,DEPUTY 11,Both,11.0,7.0,7.0,25.0,0.0,25.0
333,2010,217,Budaka,Assistant Deputy,Day,11.0,13.0,5.0,29.0,7.0,22.0
334,2010,217,Budaka,Deputy Headteacher,Day,11.0,8.0,1.0,20.0,8.0,12.0
335,2010,217,Budaka,HAEDTEACHER,Both,19.0,14.0,4.0,37.0,13.0,24.0
336,2010,217,Budaka,Headmaster,Day,7.0,7.0,1.0,15.0,17.0,-2.0
337,2010,217,Budaka,HEADTEACHER,Day,12.0,12.0,1.0,25.0,33.0,-8.0
338,2010,217,Budaka,deputy headteacher,Day,6.0,5.0,1.0,12.0,8.0,4.0
339,2010,301,Adjumani,HEAD TEACHER,Day,4.0,3.0,0.0,7.0,13.0,-6.0
340,2010,301,Adjumani,deputy headmaster,Day,4.0,3.0,0.0,7.0,1.0,6.0
341,2010,301,Adjumani,d/htr,Day,9.0,8.0,2.0,19.0,7.0,12.0
342,2010,301,Adjumani,HEAD *TEACHER,Day,7.0,6.0,0.0,13.0,20.0,-7.0
343,2010,301,Adjumani,DEPUTY HEAD T,Day,5.0,1.0,1.0,7.0,3.0,4.0
344,2010,301,Adjumani,Headmaster,Day,4.0,3.0,0.0,7.0,8.0,-1.0
345,2010,301,Adjumani,DEPUTY  HEADTEACHER,Day,8.0,5.0,4.0,17.0,8.0,9.0
346,2010,301,Adjumani,HEADTEACHER,Day,1.0,6.0,0.0,7.0,8.0,-1.0
347,2010,301,Adjumani,HEADTEACHER,Day,6.0,3.0,,9.0,5.0,4.0
348,2010,301,Adjumani,headmaster,Day,5.0,1.0,0.0,6.0,7.0,-1.0
349,2010,301,Adjumani,HEAD TEACHER,Day,4.0,1.0,0.0,5.0,7.0,-2.0
350,2010,301,Adjumani,headteacher,Day,7.0,6.0,0.0,13.0,19.0,-6.0
351,2010,301,Adjumani,headmaster,Day,6.0,2.0,0.0,8.0,12.0,-4.0
352,2010,301,Adjumani,DEPUTY HEAD TEACHER,Day,4.0,7.0,1.0,12.0,11.0,1.0
353,2010,301,Adjumani,DEPUTY,Day,10.0,7.0,1.0,18.0,4.0,14.0
354,2010,301,Adjumani,HEADTEACHER,Day,4.0,1.0,0.0,5.0,4.0,1.0
355,2010,301,Adjumani,HEADMASTER,Day,5.0,1.0,0.0,6.0,0.0,6.0
356,2010,301,Adjumani,deputy headteacher,Day,7.0,4.0,0.0,11.0,11.0,0.0
357,2010,301,Adjumani,headteacher,Day,7.0,3.0,10.0,20.0,7.0,13.0
358,2010,301,Adjumani,deputy headteacher,Day,3.0,3.0,0.0,6.0,3.0,3.0
359,2010,301,Adjumani,headteacher,Day,3.0,4.0,0.0,7.0,4.0,3.0
360,2010,301,Adjumani,HEADTEACHER,Day,6.0,1.0,0.0,7.0,9.0,-2.0
361,2010,301,Adjumani,HEDTEACHER,Day,7.0,3.0,36.0,46.0,22.0,24.0
362,2010,301,Adjumani,Deputy Headteacher,Day,3.0,7.0,3.0,13.0,7.0,6.0
363,2010,301,Adjumani,deputy  headmaster,Day,5.0,4.0,1.0,10.0,7.0,3.0
364,2010,302,Apac,DEPUTY HEADTEACHER,Day,13.0,2.0,0.0,15.0,0.0,15.0
365,2010,302,Apac,HEADTEACHER,Both,17.0,6.0,0.0,23.0,11.0,12.0
366,2010,302,Apac,HEADTEACHER,Day,6.0,4.0,0.0,10.0,2.0,8.0
367,2010,302,Apac,HEADMASTER,Day,10.0,2.0,0.0,12.0,6.0,6.0
368,2010,302,Apac,HEADMASTER,Day,17.0,3.0,0.0,20.0,5.0,15.0
369,2010,302,Apac,DEPUTY HEADMASTER,Day,15.0,6.0,7.0,28.0,23.0,5.0
370,2010,302,Apac,HEADMASTER,Day,13.0,5.0,,18.0,15.0,3.0
371,2010,302,Apac,DEPUTY HEAD TEACHER,Day,13.0,3.0,1.0,17.0,17.0,0.0
372,2010,302,Apac,DEPUTY HEAD MASTER,Day,11.0,2.0,2.0,15.0,15.0,0.0
373,2010,302,Apac,DEPUTY HEADMASTER,Day,8.0,2.0,10.0,20.0,2.0,18.0
374,2010,302,Apac,DIRECTOR OF STUDIES,Both,15.0,6.0,1.0,22.0,10.0,12.0
375,2010,302,Apac,HEADMASTER,Day,9.0,1.0,,10.0,1.0,9.0
376,2010,302,Apac,HEADMISTRESS,Day,7.0,3.0,0.0,10.0,2.0,8.0
377,2010,302,Apac,DEPUTY H.TEACHER,Day,9.0,2.0,0.0,11.0,6.0,5.0
378,2010,302,Apac,DEPUTY HEADMASTER,Day,13.0,3.0,,16.0,15.0,1.0
379,2010,302,Apac,HEADTEACHER,Both,16.0,2.0,,18.0,9.0,9.0
380,2010,302,Apac,DEPUTY HEADMASTER,Both,14.0,6.0,25.0,45.0,8.0,37.0
381,2010,302,Apac,HAEDMASTER,Day,8.0,1.0,1.0,10.0,39.0,-29.0
382,2010,302,Apac,deputy  headteacher,Day,14.0,4.0,2.0,20.0,1.0,19.0
383,2010,302,Apac,HEADMASTER,Day,9.0,1.0,0.0,10.0,6.0,4.0
384,2010,302,Apac,HEADMASTER,Day,10.0,1.0,0.0,11.0,0.0,11.0
385,2010,302,Apac,HEADTECHEAR (HTR),Day,10.0,0.0,,10.0,2.0,8.0
386,2010,302,Apac,HEADMASTER,Day,8.0,2.0,8.0,18.0,10.0,8.0
387,2010,302,Apac,HEADMISTRESS,Day,8.0,5.0,1.0,14.0,2.0,12.0
388,2010,302,Apac,Deputy Head master,Day,10.0,2.0,,12.0,6.0,6.0
389,2010,302,Apac,HEADMASTER,Day,8.0,0.0,0.0,8.0,0.0,8.0
390,2010,302,Apac,HEADMASTER,Day,9.0,2.0,0.0,11.0,8.0,3.0
391,2010,302,Apac,head teacher,Day,13.0,7.0,0.0,20.0,0.0,20.0
392,2010,302,Apac,headmaster,Day,13.0,3.0,0.0,16.0,3.0,13.0
393,2010,304,Gulu,HEADTEACHER,Day,6.0,4.0,1.0,11.0,13.0,-2.0
394,2010,304,Gulu,HEADTEACHER,Day,8.0,3.0,0.0,11.0,1.0,10.0
395,2010,304,Gulu,SENIOR MALE TEACHER,Day,4.0,2.0,0.0,6.0,2.0,4.0
396,2010,304,Gulu,HEADMASTER,Day,7.0,5.0,2.0,14.0,22.0,-8.0
397,2010,304,Gulu,HEADTECHER,Day,13.0,1.0,1.0,15.0,4.0,11.0
398,2010,304,Gulu,DEPUTY HEADTEACHER,Day,7.0,5.0,0.0,12.0,16.0,-4.0
399,2010,304,Gulu,HEADTEACHER,Day,8.0,17.0,2.0,27.0,5.0,22.0
400,2010,304,Gulu,DEPUTY HEADTEACHER,Day,9.0,4.0,1.0,14.0,5.0,9.0
401,2010,304,Gulu,HEADTEACHER,Day,14.0,8.0,2.0,24.0,4.0,20.0
402,2010,304,Gulu,headteacher,Day,8.0,1.0,0.0,9.0,16.0,-7.0
403,2010,304,Gulu,HEAD TEACHER,Both,13.0,13.0,5.0,31.0,0.0,31.0
404,2010,304,Gulu,DEPUTY HEADTEATHER,Day,6.0,5.0,0.0,11.0,6.0,5.0
405,2010,304,Gulu,HEAD  TEACHER,Day,10.0,11.0,,21.0,0.0,21.0
406,2010,304,Gulu,HEADTEACHER,Day,12.0,13.0,2.0,27.0,18.0,9.0
407,2010,304,Gulu,head  teacher,Day,4.0,6.0,1.0,11.0,4.0,7.0
408,2010,304,Gulu,DEPUTY HEADMASTER ONE,Day,7.0,17.0,0.0,24.0,4.0,20.0
409,2010,304,Gulu,DEPUTY HEADTEACHER,Day,3.0,5.0,0.0,8.0,6.0,2.0
410,2010,304,Gulu,DEPUTY HEADMANSTER,Day,9.0,2.0,1.0,12.0,1.0,11.0
411,2010,304,Gulu,DEPUTY HEADMASTER 2,Day,10.0,9.0,0.0,19.0,3.0,16.0
412,2010,304,Gulu,HEADTEACHER,Day,11.0,10.0,2.0,23.0,22.0,1.0
413,2010,304,Gulu,HEADTEACHER,Day,9.0,8.0,0.0,17.0,6.0,11.0
414,2010,304,Gulu,SENIOR MAN TAECHER,Day,9.0,2.0,0.0,11.0,18.0,-7.0
415,2010,304,Gulu,Headteacher,Day,13.0,1.0,2.0,16.0,1.0,15.0
416,2010,304,Gulu,DEPUTY HEADTEACHER,Day,6.0,9.0,0.0,15.0,4.0,11.0
417,2010,304,Gulu,DEPUTY  HEAD TEACHER,Day,8.0,8.0,,16.0,11.0,5.0
418,2010,304,Gulu,deputy  headteacher,Day,6.0,12.0,1.0,19.0,9.0,10.0
419,2010,304,Gulu,HEADTEACHER,Day,8.0,2.0,2.0,12.0,5.0,7.0
420,2010,304,Gulu,deputy head teacher,Day,10.0,3.0,1.0,14.0,7.0,7.0
421,2010,304,Gulu,DEPUTY HEADTEACHER,Day,11.0,10.0,0.0,21.0,21.0,0.0
422,2010,306,Kotido,Deputy Head master,Both,6.0,1.0,,7.0,2.0,5.0
423,2010,306,Kotido,HEADTEACHER,Day,3.0,2.0,0.0,5.0,5.0,0.0
424,2010,306,Kotido,HEADTEACHER,Both,5.0,4.0,1.0,10.0,0.0,10.0
425,2010,306,Kotido,HEADMASTER,Day,3.0,0.0,0.0,3.0,6.0,-3.0
426,2010,306,Kotido,deputy head teacher,Day,3.0,1.0,4.0,8.0,0.0,8.0
427,2010,306,Kotido,Deputy Headmaster,Both,8.0,2.0,,10.0,5.0,5.0
428,2010,306,Kotido,DEPUTY HEAD TEACHER,Both,4.0,4.0,1.0,9.0,5.0,4.0
429,2010,306,Kotido,head teacher,Both,0.0,0.0,,0.0,0.0,0.0
430,2010,306,Kotido,DEPUTY HEADTEACHER,Both,6.0,3.0,1.0,10.0,9.0,1.0
431,2010,306,Kotido,HEADTEACHER,Day,2.0,1.0,0.0,3.0,1.0,2.0
432,2010,306,Kotido,HEADTEACHER,Day,2.0,2.0,0.0,4.0,5.0,-1.0
433,2010,306,Kotido,DEPUTY HEADMASTER,Both,6.0,3.0,1.0,10.0,10.0,0.0
434,2010,306,Kotido,,Both,6.0,5.0,,11.0,1.0,10.0
435,2010,306,Kotido,HEADMASTER,Day,3.0,0.0,,3.0,0.0,3.0
436,2010,306,Kotido,DEPUTY HEADTEACHER,Both,6.0,3.0,1.0,10.0,9.0,1.0
437,2010,306,Kotido,DEPUTY HEADTEACHER,Day,3.0,1.0,0.0,4.0,0.0,4.0
438,2010,306,Kotido,HEADMASTER,Both,2.0,8.0,0.0,10.0,0.0,10.0
439,2010,306,Kotido,DEPUTY HEADTECHER,Both,9.0,9.0,,18.0,7.0,11.0
440,2010,306,Kotido,DEPUTY HEADTEACHER,Day,10.0,7.0,,17.0,0.0,17.0
441,2010,311,Nakapiripirit,teacher,Day,4.0,0.0,0.0,4.0,5.0,-1.0
442,2010,311,Nakapiripirit,teacher,Day,5.0,2.0,0.0,7.0,30.0,-23.0
443,2010,311,Nakapiripirit,TEACHER,Both,5.0,2.0,0.0,7.0,30.0,-23.0
444,2010,311,Nakapiripirit,HEAD TEACHER,Both,3.0,2.0,3.0,8.0,0.0,8.0
445,2010,311,Nakapiripirit,HEAD TEACHER,Day,4.0,0.0,0.0,4.0,0.0,4.0
446,2010,311,Nakapiripirit,HEADMASTER,Both,3.0,0.0,0.0,3.0,15.0,-12.0
447,2010,311,Nakapiripirit,HEAD MASTER,Day,4.0,0.0,,4.0,0.0,4.0
448,2010,311,Nakapiripirit,DEPUTY HEADTEACHER,Both,5.0,0.0,1.0,6.0,0.0,6.0
449,2010,311,Nakapiripirit,Headteacher,Day,2.0,0.0,4.0,6.0,10.0,-4.0
450,2010,311,Nakapiripirit,DEPUTY HEADTEACHER,Day,5.0,1.0,0.0,6.0,2.0,4.0
451,2010,311,Nakapiripirit,alinga  gregory  ogwit,Both,3.0,7.0,0.0,10.0,0.0,10.0
452,2010,311,Nakapiripirit,DEPUTY HEAD TEACHER,Day,3.0,1.0,0.0,4.0,9.0,-5.0
453,2010,311,Nakapiripirit,HEAD TEACHER,Day,5.0,1.0,,6.0,12.0,-6.0
454,2010,311,Nakapiripirit,HEADTEACHER,Day,5.0,0.0,2.0,7.0,0.0,7.0
455,2010,311,Nakapiripirit,HEADMASTER,Both,8.0,1.0,0.0,9.0,2.0,7.0
456,2010,311,Nakapiripirit,headteacher,Both,8.0,3.0,0.0,11.0,9.0,2.0
457,2010,311,Nakapiripirit,DEPUTY HEAD TACHER,Day,3.0,1.0,1.0,5.0,10.0,-5.0
458,2010,311,Nakapiripirit,DEPUTY  HEADTEACHER,Both,10.0,6.0,,16.0,0.0,16.0
459,2010,311,Nakapiripirit,DEPUTY HEAD TEACHER,Both,9.0,4.0,0.0,13.0,5.0,8.0
460,2010,311,Nakapiripirit,DEPUTY,Both,6.0,2.0,,8.0,0.0,8.0
461,2010,311,Nakapiripirit,HEADTEACHER,Day,3.0,1.0,1.0,5.0,5.0,0.0
462,2010,311,Nakapiripirit,HEADTEACHER,Both,9.0,1.0,0.0,10.0,6.0,4.0
463,2010,311,Nakapiripirit,Head teacher,Both,5.0,5.0,10.0,20.0,0.0,20.0
464,2010,311,Nakapiripirit,HEADTEACHER,Day,0.0,0.0,0.0,0.0,0.0,0.0
465,2010,311,Nakapiripirit,HEAD TEACHER,Both,3.0,3.0,0.0,6.0,0.0,6.0
466,2010,311,Nakapiripirit,DEPUTY HEADTEACHER,Day,0.0,0.0,0.0,0.0,5.0,-5.0
467,2010,311,Nakapiripirit,headteacher,Both,7.0,1.0,1.0,9.0,5.0,4.0
468,2010,313,Yumbe,HEADMASTER,Day,9.0,0.0,,9.0,24.0,-15.0
469,2010,313,Yumbe,d/h  teacher,Day,10.0,3.0,5.0,18.0,1.0,17.0
470,2010,313,Yumbe,HEAD TEACHER,Day,20.0,9.0,2.0,31.0,14.0,17.0
471,2010,313,Yumbe,DEPUTY HEADMASTER,Day,7.0,2.0,0.0,9.0,13.0,-4.0
472,2010,313,Yumbe,HEAD TAECHER,Day,6.0,4.0,0.0,10.0,0.0,10.0
473,2010,313,Yumbe,headteacher,Day,7.0,1.0,,8.0,4.0,4.0
474,2010,313,Yumbe,,Day,14.0,1.0,0.0,15.0,7.0,8.0
475,2010,313,Yumbe,HEADTEACHER,Day,10.0,0.0,1.0,11.0,8.0,3.0
476,2010,313,Yumbe,LC1,Day,9.0,0.0,0.0,9.0,39.0,-30.0
477,2010,313,Yumbe,YUMBE,Day,9.0,4.0,0.0,13.0,4.0,9.0
478,2010,313,Yumbe,HEADTEACHER,Day,13.0,3.0,2.0,18.0,11.0,7.0
479,2010,313,Yumbe,DEPUTY HEAD MASTER,Day,8.0,0.0,,8.0,7.0,1.0
480,2010,313,Yumbe,HEADTEACHER,Day,5.0,0.0,1.0,6.0,5.0,1.0
481,2010,313,Yumbe,Deputy Head master,Day,8.0,1.0,0.0,9.0,3.0,6.0
482,2010,313,Yumbe,HEADTEACHER,Day,10.0,3.0,0.0,13.0,2.0,11.0
483,2010,313,Yumbe,HEADMASTER,Day,8.0,0.0,0.0,8.0,10.0,-2.0
484,2010,313,Yumbe,SENIOR WOMAN TR,Day,7.0,1.0,2.0,10.0,28.0,-18.0
485,2010,313,Yumbe,g1  school,Day,18.0,6.0,2.0,26.0,85.0,-59.0
486,2010,313,Yumbe,AG. DEPUTY H/TEACHER,Day,17.0,7.0,0.0,24.0,10.0,14.0
487,2010,313,Yumbe,TEACHER ON DUTY,Day,9.0,0.0,0.0,9.0,2.0,7.0
488,2010,313,Yumbe,DEPUTY H.M,Day,7.0,1.0,0.0,8.0,10.0,-2.0
489,2010,313,Yumbe,DEPUTY H.M,Day,8.0,2.0,0.0,10.0,14.0,-4.0
490,2010,313,Yumbe,HEADTEACHER,Day,5.0,2.0,,7.0,7.0,0.0
491,2010,313,Yumbe,DEPUTY HEADMASTER,Day,20.0,16.0,,36.0,56.0,-20.0
492,2010,313,Yumbe,headmaster,Day,7.0,0.0,,7.0,8.0,-1.0
493,2010,313,Yumbe,DEPUTY HEADTEACHER,Day,11.0,6.0,2.0,19.0,19.0,0.0
494,2010,313,Yumbe,,Day,14.0,0.0,0.0,14.0,8.0,6.0
495,2010,313,Yumbe,headteacher,Day,13.0,3.0,0.0,16.0,2.0,14.0
496,2010,313,Yumbe,HEADMASTER,Day,16.0,7.0,2.0,25.0,10.0,15.0
497,2010,316,Amuru,DEPUTY  ASSISTANT,Day,7.0,3.0,,10.0,14.0,-4.0
498,2010,316,Amuru,DEPUTY HEADTEACHE,Day,6.0,5.0,2.0,13.0,7.0,6.0
499,2010,316,Amuru,DEPUTY HEAD TEACHER,Day,3.0,6.0,1.0,10.0,4.0,6.0
500,2010,316,Amuru,DEPUTY HEADTEACHER,Day,5.0,1.0,0.0,6.0,15.0,-9.0
501,2010,316,Amuru,HEADTEACHER,Day,2.0,6.0,,8.0,5.0,3.0
502,2010,316,Amuru,,Day,7.0,5.0,0.0,12.0,1.0,11.0
503,2010,316,Amuru,DEPUTY HAEDTEACHER,Day,3.0,2.0,0.0,5.0,3.0,2.0
504,2010,316,Amuru,DEPUTY HEADTEACHER,Day,11.0,2.0,,13.0,3.0,10.0
505,2010,316,Amuru,HAEDTEACHER,Day,20.0,4.0,1.0,25.0,19.0,6.0
506,2010,316,Amuru,HEADTEACHER,Day,4.0,3.0,0.0,7.0,11.0,-4.0
507,2010,316,Amuru,HEADTEACHER,Day,0.0,0.0,,0.0,0.0,0.0
508,2010,316,Amuru,DEPUTY HEADTEACHER,Day,5.0,0.0,0.0,5.0,6.0,-1.0
509,2010,316,Amuru,AMURU,Day,5.0,5.0,0.0,10.0,0.0,10.0
510,2010,316,Amuru,HEADTEACHER,Day,18.0,5.0,1.0,24.0,21.0,3.0
511,2010,316,Amuru,head teacher,Day,7.0,0.0,0.0,7.0,6.0,1.0
512,2010,316,Amuru,h.teacher,Day,5.0,2.0,0.0,7.0,2.0,5.0
513,2010,316,Amuru,atim  vicky  h/tr,Day,5.0,2.0,0.0,7.0,2.0,5.0
514,2010,316,Amuru,DEPUTY HEADTEACHER,Day,3.0,3.0,1.0,7.0,14.0,-7.0
515,2010,316,Amuru,DEPUTY HEADMASTER,Day,9.0,0.0,,9.0,8.0,1.0
516,2010,316,Amuru,DUTY HEAD TEACHER,Day,9.0,3.0,2.0,14.0,7.0,7.0
517,2010,316,Amuru,HEAD MASTER,Day,15.0,3.0,0.0,18.0,24.0,-6.0
518,2010,316,Amuru,ocaya  alfred-deputy  1  h/tr,Day,13.0,9.0,1.0,23.0,24.0,-1.0
519,2010,316,Amuru,SENIOR WOMAN TEACHER,Day,6.0,6.0,1.0,13.0,0.0,13.0
520,2010,316,Amuru,DEPUTY  HEADTEACHER,Day,3.0,2.0,0.0,5.0,5.0,0.0
521,2010,316,Amuru,HEADTEACHER,Day,11.0,14.0,0.0,25.0,29.0,-4.0
522,2010,316,Amuru,TEADTEACHER,Day,11.0,2.0,0.0,13.0,9.0,4.0
523,2010,316,Amuru,SENIOR WOMAN TEACHER,Day,7.0,2.0,0.0,9.0,0.0,9.0
524,2010,316,Amuru,DEPUTY HEADTEACHER,Day,8.0,1.0,0.0,9.0,40.0,-31.0
525,2010,401,Bundibugyo,deputy  headteacher,Day,7.0,2.0,0.0,9.0,2.0,7.0
526,2010,401,Bundibugyo,head teacher,Day,6.0,1.0,0.0,7.0,6.0,1.0
527,2010,401,Bundibugyo,headmaster,Day,7.0,0.0,0.0,7.0,6.0,1.0
528,2010,401,Bundibugyo,HEADTEACHER,Day,8.0,1.0,0.0,9.0,9.0,0.0
529,2010,401,Bundibugyo,HEADTEACHER,Day,2.0,6.0,,8.0,11.0,-3.0
530,2010,401,Bundibugyo,deputy  headteacher,Day,4.0,0.0,1.0,5.0,1.0,4.0
531,2010,401,Bundibugyo,DEPUTY HEADMASTER,Day,6.0,0.0,1.0,7.0,0.0,7.0
532,2010,401,Bundibugyo,HEADMASTER,Day,1.0,6.0,,7.0,9.0,-2.0
533,2010,401,Bundibugyo,DEPUTY H/T,Day,5.0,1.0,1.0,7.0,1.0,6.0
534,2010,401,Bundibugyo,DEPUTY HEAD TEACHER,Day,10.0,2.0,0.0,12.0,9.0,3.0
535,2010,401,Bundibugyo,HEADTEACHER,Day,10.0,6.0,0.0,16.0,9.0,7.0
536,2010,401,Bundibugyo,DEPUTY HEAD MASTER,Day,11.0,1.0,0.0,12.0,5.0,7.0
537,2010,401,Bundibugyo,deputy headteacher,Day,11.0,1.0,0.0,12.0,5.0,7.0
538,2010,401,Bundibugyo,deputy headteacher,Day,8.0,1.0,0.0,9.0,6.0,3.0
539,2010,401,Bundibugyo,deputy headteacher,Day,7.0,0.0,0.0,7.0,3.0,4.0
540,2010,401,Bundibugyo,HEADTEACHER,Day,6.0,1.0,0.0,7.0,11.0,-4.0
541,2010,401,Bundibugyo,HEAD TEACHER,Day,4.0,0.0,0.0,4.0,5.0,-1.0
542,2010,401,Bundibugyo,DEPUTY HEADTEACHER,Day,6.0,8.0,,14.0,65.0,-51.0
543,2010,401,Bundibugyo,HEADMASTER,Day,2.0,0.0,2.0,4.0,0.0,4.0
544,2010,401,Bundibugyo,HEADMASTER,Day,6.0,1.0,0.0,7.0,9.0,-2.0
545,2010,401,Bundibugyo,HEADTEACHER,Day,8.0,1.0,0.0,9.0,11.0,-2.0
546,2010,401,Bundibugyo,HEADTEACHER,Day,7.0,1.0,0.0,8.0,11.0,-3.0
547,2010,401,Bundibugyo,HEADMASTER,Day,7.0,1.0,0.0,8.0,4.0,4.0
548,2010,401,Bundibugyo,HEAD TEACHER,Day,4.0,9.0,2.0,15.0,11.0,4.0
549,2010,401,Bundibugyo,BUNDIBUGYO,Day,5.0,0.0,0.0,5.0,6.0,-1.0
550,2010,401,Bundibugyo,HEADTEACHER,Day,6.0,3.0,,9.0,6.0,3.0
551,2010,401,Bundibugyo,deputy  headmaster,Day,5.0,0.0,,5.0,7.0,-2.0
552,2010,402,Bushenyi,HEADMASTER,Day,6.0,4.0,0.0,10.0,4.0,6.0
553,2010,402,Bushenyi,HEADMASTER,Day,0.0,4.0,0.0,4.0,18.0,-14.0
554,2010,402,Bushenyi,DEPUYT HEADTECHAER,Day,2.0,6.0,0.0,8.0,0.0,8.0
555,2010,402,Bushenyi,KIYANGA,Day,9.0,2.0,0.0,11.0,1.0,10.0
556,2010,402,Bushenyi,HEADTEACHER,Day,8.0,3.0,0.0,11.0,12.0,-1.0
557,2010,402,Bushenyi,DEPUTY HEADTEACHER,Both,18.0,14.0,1.0,33.0,153.0,-120.0
558,2010,402,Bushenyi,DEPUTY HEADMASTER,Day,8.0,8.0,0.0,16.0,1.0,15.0
559,2010,402,Bushenyi,DIRECTOR OF STUDIES,Both,7.0,8.0,0.0,15.0,1.0,14.0
560,2010,402,Bushenyi,DEPUTY HEADTEACHER,Day,4.0,3.0,0.0,7.0,4.0,3.0
561,2010,402,Bushenyi,headteacher,Day,8.0,8.0,1.0,17.0,6.0,11.0
562,2010,402,Bushenyi,HEADTEACHER,Day,3.0,5.0,0.0,8.0,1.0,7.0
