,Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers,Number of Present Teachers
11481,2015,419,KIRUHURA,1,Government,4.0,7.0,1.0,11.0,,
11482,2015,419,KIRUHURA,1,Private,3.0,3.0,0.0,6.0,,
11483,2015,419,KIRUHURA,1,Government,8.0,3.0,0.0,11.0,,
11484,2015,419,KIRUHURA,2,Government,7.0,5.0,0.0,12.0,,
11485,2015,419,KIRUHURA,1,Private,5.0,6.0,4.0,11.0,,
11486,2015,419,KIRUHURA,1,Government,7.0,5.0,0.0,12.0,,
11487,2015,419,KIRUHURA,1,Private,5.0,4.0,0.0,9.0,,
11488,2015,419,KIRUHURA,2,Government,5.0,6.0,0.0,11.0,,
11489,2015,419,KIRUHURA,1,Community,3.0,3.0,0.0,6.0,,
11490,2015,419,KIRUHURA,3,Government,8.0,8.0,0.0,16.0,,
11491,2015,419,KIRUHURA,1,Government,9.0,10.0,0.0,19.0,,
11492,2015,419,KIRUHURA,,Private,6.0,6.0,0.0,12.0,,
11493,2015,420,BUHWEJU,2,Government,7.0,5.0,0.0,12.0,,
11494,2015,420,BUHWEJU,1,Private,8.0,6.0,,14.0,,
11495,2015,420,BUHWEJU,2,Government,8.0,5.0,0.0,13.0,,
11496,2015,420,BUHWEJU,2,Government,11.0,5.0,0.0,16.0,,
11497,2015,420,BUHWEJU,1,Private,6.0,4.0,,10.0,,
11498,2015,420,BUHWEJU,2,Government,6.0,5.0,0.0,11.0,,
11499,2015,420,BUHWEJU,2,Government,6.0,3.0,0.0,9.0,,
11500,2015,420,BUHWEJU,1,Government,7.0,4.0,0.0,11.0,,
11501,2015,420,BUHWEJU,1,Government,4.0,7.0,0.0,11.0,,
11502,2015,420,BUHWEJU,2,Government,9.0,4.0,0.0,13.0,,
11503,2015,420,BUHWEJU,2,Government,6.0,4.0,0.0,10.0,,
11504,2015,420,BUHWEJU,,Government,9.0,4.0,0.0,13.0,,
11505,2015,420,BUHWEJU,1,Private,8.0,2.0,0.0,10.0,,
11506,2015,420,BUHWEJU,1,Government,8.0,1.0,1.0,9.0,,
11507,2015,420,BUHWEJU,2,Private,10.0,5.0,0.0,15.0,,
11508,2015,420,BUHWEJU,2,Government,11.0,2.0,0.0,13.0,,
11509,2015,420,BUHWEJU,1,Government,7.0,1.0,0.0,8.0,,
11510,2015,420,BUHWEJU,1,Government,9.0,3.0,0.0,12.0,,
11511,2015,420,BUHWEJU,2,Government,6.0,5.0,1.0,11.0,,
11512,2015,420,BUHWEJU,1,Private,3.0,4.0,0.0,7.0,,
11513,2015,420,BUHWEJU,1,Private,6.0,5.0,0.0,11.0,,
11514,2015,420,BUHWEJU,2,Government,11.0,5.0,0.0,16.0,,
11515,2015,420,BUHWEJU,2,Government,9.0,4.0,0.0,13.0,,
11516,2015,420,BUHWEJU,1,Private,5.0,5.0,0.0,10.0,,
11517,2015,420,BUHWEJU,2,Government,11.0,5.0,0.0,16.0,,
11518,2015,420,BUHWEJU,2,Government,7.0,5.0,1.0,12.0,,
11519,2015,420,BUHWEJU,2,Government,8.0,5.0,0.0,13.0,,
11520,2015,420,BUHWEJU,2,Government,5.0,5.0,0.0,10.0,,
11521,2015,420,BUHWEJU,1,Government,5.0,4.0,0.0,9.0,,
11522,2015,420,BUHWEJU,1,Government,6.0,4.0,0.0,10.0,,
11523,2015,421,KIRYANDONGO,1,Government,8.0,1.0,0.0,9.0,,
11524,2015,421,KIRYANDONGO,1,Government,7.0,4.0,1.0,11.0,,
11525,2015,421,KIRYANDONGO,2,Government,5.0,6.0,0.0,11.0,,
11526,2015,421,KIRYANDONGO,1,Government,8.0,5.0,3.0,13.0,,
11527,2015,421,KIRYANDONGO,,Government,6.0,2.0,1.0,8.0,,
11528,2015,421,KIRYANDONGO,2,Government,9.0,3.0,0.0,12.0,,
11529,2015,421,KIRYANDONGO,2,Government,12.0,9.0,2.0,21.0,,
11530,2015,421,KIRYANDONGO,1,Government,9.0,3.0,0.0,12.0,,
11531,2015,421,KIRYANDONGO,2,Government,5.0,3.0,0.0,8.0,,
11532,2015,421,KIRYANDONGO,1,Community,5.0,5.0,1.0,10.0,,
11533,2015,421,KIRYANDONGO,2,Government,5.0,3.0,0.0,8.0,,
11534,2015,421,KIRYANDONGO,2,Private,5.0,2.0,0.0,7.0,,
11535,2015,421,KIRYANDONGO,3,Community,6.0,6.0,1.0,12.0,,
11536,2015,421,KIRYANDONGO,2,Government,7.0,7.0,1.0,14.0,,
11537,2015,421,KIRYANDONGO,2,Government,29.0,18.0,2.0,47.0,,
11538,2015,421,KIRYANDONGO,1,Government,3.0,6.0,0.0,9.0,,
11539,2015,421,KIRYANDONGO,1,Government,11.0,3.0,1.0,14.0,,
11540,2015,421,KIRYANDONGO,1,Government,7.0,4.0,1.0,11.0,,
11541,2015,421,KIRYANDONGO,1,Government,14.0,6.0,1.0,20.0,,
11542,2015,421,KIRYANDONGO,1,Government,9.0,2.0,0.0,11.0,,
11543,2015,421,KIRYANDONGO,2,Community,17.0,14.0,1.0,31.0,,
11544,2015,421,KIRYANDONGO,1,Government,12.0,4.0,1.0,16.0,,
11545,2015,421,KIRYANDONGO,1,Government,12.0,1.0,0.0,13.0,,
11546,2015,421,KIRYANDONGO,2,Government,7.0,5.0,2.0,12.0,,
11547,2015,421,KIRYANDONGO,2,Government,16.0,8.0,1.0,24.0,,
11548,2015,421,KIRYANDONGO,2,Private,13.0,8.0,0.0,21.0,,
11549,2015,421,KIRYANDONGO,2,Private,5.0,9.0,0.0,14.0,,
11550,2015,421,KIRYANDONGO,1,Community,5.0,7.0,0.0,12.0,,
11551,2015,421,KIRYANDONGO,3,Private,6.0,7.0,0.0,13.0,,
11552,2015,421,KIRYANDONGO,1,Private,4.0,7.0,0.0,11.0,,
11553,2015,422,KYEGEGWA,2,Government,5.0,3.0,0.0,8.0,,
11554,2015,422,KYEGEGWA,3,Government,7.0,3.0,0.0,10.0,,
11555,2015,422,KYEGEGWA,2,Government,10.0,8.0,0.0,18.0,,
11556,2015,422,KYEGEGWA,2,Government,5.0,3.0,0.0,8.0,,
11557,2015,422,KYEGEGWA,2,Government,5.0,4.0,0.0,9.0,,
11558,2015,422,KYEGEGWA,1,Government,18.0,6.0,0.0,24.0,,
11559,2015,422,KYEGEGWA,1,Government,3.0,7.0,0.0,10.0,,
11560,2015,422,KYEGEGWA,1,Government,12.0,6.0,2.0,18.0,,
11561,2015,422,KYEGEGWA,,Government,4.0,4.0,0.0,8.0,,
11562,2015,422,KYEGEGWA,1,Government,11.0,5.0,0.0,16.0,,
11563,2015,422,KYEGEGWA,2,Government,4.0,5.0,1.0,9.0,,
11564,2015,422,KYEGEGWA,2,Government,6.0,10.0,0.0,16.0,,
11565,2015,422,KYEGEGWA,2,Government,6.0,10.0,0.0,16.0,,
11566,2015,422,KYEGEGWA,1,Government,9.0,5.0,0.0,14.0,,
11567,2015,422,KYEGEGWA,2,Government,8.0,2.0,0.0,10.0,,
11568,2015,422,KYEGEGWA,1,Community,4.0,3.0,0.0,7.0,,
11569,2015,422,KYEGEGWA,3,Government,8.0,5.0,0.0,13.0,,
11570,2015,422,KYEGEGWA,2,Government,10.0,6.0,2.0,16.0,,
11571,2015,422,KYEGEGWA,1,Government,9.0,4.0,0.0,13.0,,
11572,2015,422,KYEGEGWA,1,Private,4.0,4.0,0.0,8.0,,
11573,2015,422,KYEGEGWA,1,Government,5.0,6.0,0.0,11.0,,
11574,2015,422,KYEGEGWA,1,Private,11.0,5.0,0.0,16.0,,
11575,2015,422,KYEGEGWA,1,Government,7.0,4.0,0.0,11.0,,
11576,2015,422,KYEGEGWA,,Government,9.0,2.0,0.0,11.0,,
11577,2015,422,KYEGEGWA,2,Government,7.0,2.0,0.0,9.0,,
11578,2015,422,KYEGEGWA,2,Government,7.0,3.0,0.0,10.0,,
11579,2015,422,KYEGEGWA,1,Government,18.0,6.0,0.0,24.0,,
11580,2015,422,KYEGEGWA,1,Government,18.0,6.0,0.0,24.0,,
